feedback_id,transcript,LLM_SUM_EMPOWER,LLM_SUM_EXPLICIT,LLM_SUM_EMPATHY,LLM_SUM_ALL
1,[Redacted],0.3111111111111111,0.2857142857142857,0.3,0.2916666666666667
2,[Redacted],0.2444444444444444,0.4285714285714285,0.2666666666666666,0.2916666666666667
3,[Redacted],0.2,0.3714285714285714,0.2333333333333333,0.25
4,[Redacted],0.3111111111111111,0.4,0.1666666666666666,0.2916666666666667
5,[Redacted],0.1777777777777777,0.2857142857142857,0.1666666666666666,0.2
6,[Redacted],0.3555555555555555,0.3142857142857143,0.2333333333333333,0.3083333333333333
7,[Redacted],0.2,0.2571428571428571,0.1666666666666666,0.2
8,[Redacted],0.3111111111111111,0.3142857142857143,0.2333333333333333,0.2833333333333333
9,[Redacted],0.3555555555555555,0.6571428571428571,0.2666666666666666,0.4083333333333333
10,[Redacted],0.3555555555555555,0.3142857142857143,0.4666666666666667,0.3666666666666666
11,[Redacted],0.3555555555555555,0.2857142857142857,0.2666666666666666,0.3
12,[Redacted],0.3333333333333333,0.5428571428571428,0.3333333333333333,0.375
13,[Redacted],0.3333333333333333,0.5142857142857142,0.5333333333333333,0.4333333333333333
14,[Redacted],0.3555555555555555,0.5428571428571428,0.6333333333333333,0.4916666666666666
15,[Redacted],0.3111111111111111,0.6,0.5666666666666667,0.4666666666666667
16,[Redacted],0.3777777777777777,0.2857142857142857,0.2,0.2833333333333333
17,[Redacted],0.3555555555555555,0.2857142857142857,0.2,0.2833333333333333
18,[Redacted],0.3111111111111111,0.2857142857142857,0.1666666666666666,0.25
19,[Redacted],0.3555555555555555,0.4857142857142857,0.2666666666666666,0.3583333333333333
20,[Redacted],0.2666666666666666,0.5142857142857142,0.2666666666666666,0.3333333333333333
21,[Redacted],0.1777777777777777,0.3714285714285714,0.1666666666666666,0.225
22,[Redacted],0.3555555555555555,0.2857142857142857,0.3666666666666666,0.325
23,[Redacted],0.2,0.2857142857142857,0.1666666666666666,0.2083333333333333
24,[Redacted],0.3777777777777777,0.3714285714285714,0.5666666666666667,0.425
25,[Redacted],0.3333333333333333,0.5428571428571428,0.6,0.4666666666666667
26,[Redacted],0.3333333333333333,0.6571428571428571,0.6,0.5
27,[Redacted],0.3333333333333333,0.5142857142857142,0.6333333333333333,0.4666666666666667
28,[Redacted],0.2666666666666666,0.5428571428571428,0.6,0.4333333333333333
29,[Redacted],0.3555555555555555,0.5714285714285714,0.5333333333333333,0.4666666666666667
30,[Redacted],0.3333333333333333,0.6,0.6,0.4833333333333333
31,[Redacted],0.3333333333333333,0.3428571428571428,0.4333333333333333,0.3583333333333333
32,[Redacted],0.2888888888888888,0.4285714285714285,0.5666666666666667,0.4083333333333333
33,[Redacted],0.4222222222222222,0.5428571428571428,0.6,0.5
34,[Redacted],0.6,0.5142857142857142,0.6666666666666666,0.5833333333333334
35,[Redacted],0.6222222222222222,0.5428571428571428,0.6666666666666666,0.6083333333333333
36,[Redacted],0.4222222222222222,0.4571428571428571,0.4666666666666667,0.4416666666666666
37,[Redacted],0.5555555555555556,0.4571428571428571,0.7333333333333333,0.575
38,[Redacted],0.3333333333333333,0.2857142857142857,0.1666666666666666,0.2666666666666666
39,[Redacted],0.3333333333333333,0.2857142857142857,0.1666666666666666,0.2583333333333333
40,[Redacted],0.3333333333333333,0.3142857142857143,0.2666666666666666,0.3
41,[Redacted],0.3555555555555555,0.4857142857142857,0.4666666666666667,0.4083333333333333
42,[Redacted],0.6,0.5428571428571428,0.6333333333333333,0.5833333333333334
43,[Redacted],0.5777777777777777,0.4857142857142857,0.3333333333333333,0.475
44,[Redacted],0.4222222222222222,0.4,0.5333333333333333,0.4333333333333333
45,[Redacted],0.2444444444444444,0.3714285714285714,0.2666666666666666,0.2833333333333333
46,[Redacted],0.3777777777777777,0.3142857142857143,0.2666666666666666,0.3166666666666666
47,[Redacted],0.4444444444444444,0.4571428571428571,0.5666666666666667,0.475
48,[Redacted],0.4444444444444444,0.3428571428571428,0.6666666666666666,0.4833333333333333
49,[Redacted],0.5555555555555556,0.4857142857142857,0.5666666666666667,0.5333333333333333
50,[Redacted],0.4,0.4285714285714285,0.3666666666666666,0.3916666666666666
51,[Redacted],0.5555555555555556,0.4857142857142857,0.4333333333333333,0.5
52,[Redacted],0.5111111111111111,0.4571428571428571,0.4333333333333333,0.4666666666666667
53,[Redacted],0.4222222222222222,0.3428571428571428,0.4,0.3833333333333333
54,[Redacted],0.4222222222222222,0.4285714285714285,0.4666666666666667,0.4333333333333333
55,[Redacted],0.6222222222222222,0.4285714285714285,0.6666666666666666,0.575
56,[Redacted],0.5555555555555556,0.4285714285714285,0.4333333333333333,0.475
57,[Redacted],0.3555555555555555,0.3142857142857143,0.4,0.3416666666666667
58,[Redacted],0.4222222222222222,0.4857142857142857,0.4,0.4333333333333333
59,[Redacted],0.4444444444444444,0.5428571428571428,0.4666666666666667,0.475
60,[Redacted],0.4444444444444444,0.3428571428571428,0.4333333333333333,0.4083333333333333
61,[Redacted],0.2666666666666666,0.3714285714285714,0.1666666666666666,0.2666666666666666
62,[Redacted],0.3777777777777777,0.4857142857142857,0.5,0.4333333333333333
63,[Redacted],0.5777777777777777,0.4285714285714285,0.4,0.4666666666666667
64,[Redacted],0.3777777777777777,0.4,0.5666666666666667,0.425
65,[Redacted],0.3777777777777777,0.4,0.5333333333333333,0.425
66,[Redacted],0.3333333333333333,0.4857142857142857,0.6333333333333333,0.4583333333333333
67,[Redacted],0.4444444444444444,0.3714285714285714,0.4666666666666667,0.4166666666666667
68,[Redacted],0.4444444444444444,0.4571428571428571,0.5666666666666667,0.475
69,[Redacted],0.4,0.4857142857142857,0.5333333333333333,0.45
70,[Redacted],0.4222222222222222,0.4285714285714285,0.4666666666666667,0.425
71,[Redacted],0.3555555555555555,0.4,0.4666666666666667,0.3916666666666666
72,[Redacted],0.4222222222222222,0.4857142857142857,0.4,0.425
73,[Redacted],0.4666666666666667,0.4285714285714285,0.5,0.4583333333333333
74,[Redacted],0.4666666666666667,0.4571428571428571,0.6,0.5
75,[Redacted],0.5333333333333333,0.4285714285714285,0.4333333333333333,0.4583333333333333
76,[Redacted],0.3333333333333333,0.3714285714285714,0.4666666666666667,0.3666666666666666
